Year,Stage_Level_CO2e_Available,Country,Industry,Sector,Product_Weight,PCF_Protocol,PCF
2014,Yes,USA,Media,"Computer, IT & telecom",14.6,GHGP,9438.0
2015,Yes,USA,Not used for 2015 reporting,"Computer, IT & telecom",14.6,GHGP,1766.0
2016,Yes,USA,Media,"Computer, IT & telecom",14.6,GHGP,1766.0
2013,Yes,USA,Media,"Computer, IT & telecom",1.08,GHGP,93.68
2014,Yes,USA,Media,"Computer, IT & telecom",1.08,GHGP,93.68
2015,Yes,USA,Not used for 2015 reporting,"Computer, IT & telecom",1.08,GHGP,40.0
2016,Yes,USA,Media,"Computer, IT & telecom",1.08,GHGP,40.0
2013,Yes,USA,Media,"Computer, IT & telecom",0.029,GHGP,2.18
2014,Yes,USA,Media,"Computer, IT & telecom",0.029,GHGP,2.18
2015,Yes,USA,Not used for 2015 reporting,"Computer, IT & telecom",0.029,GHGP,2.0
2016,Yes,USA,Media,"Computer, IT & telecom",0.029,GHGP,2.0
2013,Yes,France,Media,"Computer, IT & telecom",0.599,ISO,111.0
2014,Yes,France,Media,"Computer, IT & telecom",0.599,ISO,111.0
2015,Yes,France,Not used for 2015 reporting,"Computer, IT & telecom",0.599,ISO,111.0
2017,Yes,Japan,Commercial Services & Supplies,"Home durables, textiles, & equipment",13.44,Japan CFP,377.6
2017,Yes,Japan,Commercial Services & Supplies,"Home durables, textiles, & equipment",13.44,Japan CFP,363.0
2016,Yes,Sweden,Electrical Equipment,Comm. equipm. & capital goods,370.69,ISO,1408.62
2013,Yes,United Kingdom,Building Products,Comm. equipm. & capital goods,1.0,Not reported,2.52
2013,Yes,Germany,Automobiles,Automobiles & components,993.0,ISO,21725.0
2014,No,Germany,Automobiles,Automobiles & components,993.0,Not reported,21725.0
2015,No,Germany,Not used for 2015 reporting,Automobiles & components,993.0,ISO,21725.0
2016,No,Germany,Auto Components,Automobiles & components,993.0,ISO,21725.0
2013,Yes,Germany,Automobiles,Automobiles & components,1358.056,ISO,22218.0
2014,No,Germany,Automobiles,Automobiles & components,1394.343,ISO,22218.0
2015,No,Germany,Not used for 2015 reporting,Automobiles & components,1394.343,ISO,22218.0
2016,No,Germany,Auto Components,Automobiles & components,1358.056,ISO,22218.0
2013,Yes,Germany,Automobiles,Automobiles & components,1539.039,ISO,28011.0
2014,No,Germany,Automobiles,Automobiles & components,1539.039,ISO,28011.0
2015,No,Germany,Not used for 2015 reporting,Automobiles & components,1539.039,ISO,28011.0
2016,No,Germany,Auto Components,Automobiles & components,1539.039,ISO,28011.0
2013,Yes,Germany,Automobiles,Automobiles & components,1460.114,ISO,30647.0
2014,No,Germany,Automobiles,Automobiles & components,1539.039,Not reported,34694.0
2015,No,Germany,Not used for 2015 reporting,Automobiles & components,1539.039,Not reported,33683.0
2014,No,Germany,Automobiles,Automobiles & components,929.8644,ISO,21488.0
2015,No,Germany,Not used for 2015 reporting,Automobiles & components,929.8644,ISO,21488.0
2016,No,Germany,Auto Components,Automobiles & components,929.8644,ISO,21488.0
2014,No,Germany,Automobiles,Automobiles & components,1895.109,ISO,37094.0
2015,No,Germany,Not used for 2015 reporting,Automobiles & components,1895.109,ISO,37094.0
2016,No,Germany,Auto Components,Automobiles & components,1895.109,ISO,37094.0
2014,No,Germany,Automobiles,Automobiles & components,1128.0,ISO,28608.0
2015,No,Germany,Not used for 2015 reporting,Automobiles & components,1128.0,ISO,28608.0
2016,No,Germany,Auto Components,Automobiles & components,1128.0,ISO,28608.0
2016,No,Germany,Auto Components,Automobiles & components,1185.0,ISO,7550.0
2013,Yes,USA,Life Sciences Tools & Services,Comm. equipm. & capital goods,59.0,GHGP,15196.6
2014,Yes,USA,Life Sciences Tools & Services,Comm. equipm. & capital goods,59.0,GHGP,40215.0
2013,Yes,USA,Life Sciences Tools & Services,Comm. equipm. & capital goods,25.9,GHGP,17074.4
2013,Yes,Brazil,Machinery,Comm. equipm. & capital goods,90.0,ISO,53057.5
2014,Yes,Brazil,Machinery,Comm. equipm. & capital goods,90.0,GHGP,87589.36467
2015,Yes,Brazil,Not used for 2015 reporting,Comm. equipm. & capital goods,90.0,GHGP,20007.62
2013,Yes,USA,Office Electronics,"Computer, IT & telecom",25.5,ISO,584.0
2014,Yes,USA,Office Electronics,"Computer, IT & telecom",25.5,ISO,584.0
2015,Yes,USA,Not used for 2015 reporting,"Computer, IT & telecom",25.5,ISO,584.0
2016,Yes,USA,Software,"Computer, IT & telecom",25.5,ISO,584.0
2013,Yes,USA,Office Electronics,"Computer, IT & telecom",46.308,ISO,2445.0
2014,Yes,USA,Office Electronics,"Computer, IT & telecom",46.308,ISO,2445.0
2015,Yes,USA,Not used for 2015 reporting,"Computer, IT & telecom",46.308,ISO,2445.0
2016,Yes,USA,Software,"Computer, IT & telecom",46.308,ISO,2445.0
2013,Yes,USA,Office Electronics,"Computer, IT & telecom",368.8,ISO,7090.0
2014,Yes,USA,Office Electronics,"Computer, IT & telecom",368.8,ISO,7090.0
2015,Yes,USA,Not used for 2015 reporting,"Computer, IT & telecom",368.8,ISO,7090.0
2016,Yes,USA,Software,"Computer, IT & telecom",368.8,ISO,7090.0
2013,No,USA,Office Electronics,"Computer, IT & telecom",34.0194,ISO,2110.0
2014,Yes,USA,Office Electronics,"Computer, IT & telecom",34.0194,ISO,2011.0
2015,Yes,USA,Not used for 2015 reporting,"Computer, IT & telecom",34.0194,ISO,2011.0
2016,Yes,USA,Software,"Computer, IT & telecom",34.0194,ISO,2011.0
2014,Yes,USA,Office Electronics,"Computer, IT & telecom",44.0,ISO,2000.0
2015,Yes,USA,Not used for 2015 reporting,"Computer, IT & telecom",44.0,ISO,2000.0
2016,Yes,USA,Software,"Computer, IT & telecom",44.0,ISO,2000.0
2015,Yes,USA,Not used for 2015 reporting,"Computer, IT & telecom",158.5,ISO,4216.0
2016,Yes,USA,Software,"Computer, IT & telecom",158.5,ISO,4216.0
2015,Yes,USA,Not used for 2015 reporting,"Computer, IT & telecom",137.2,ISO,1300.0
2016,Yes,USA,Software,"Computer, IT & telecom",137.2,ISO,1300.0
2015,Yes,USA,Not used for 2015 reporting,"Computer, IT & telecom",137.2,ISO,1500.0
2016,Yes,USA,Software,"Computer, IT & telecom",137.2,ISO,1500.0
2015,Yes,USA,Not used for 2015 reporting,"Computer, IT & telecom",137.2,ISO,1700.0
2016,Yes,USA,Software,"Computer, IT & telecom",137.2,ISO,1700.0
2015,Yes,Japan,Not used for 2015 reporting,"Computer, IT & telecom",3.6,ISO,42.2
2015,Yes,Japan,Not used for 2015 reporting,"Computer, IT & telecom",0.11,ISO,13.8
2015,Yes,Japan,Not used for 2015 reporting,"Computer, IT & telecom",0.11,ISO,2.5
2015,Yes,Japan,Not used for 2015 reporting,"Computer, IT & telecom",0.24,ISO,8.3
2014,Yes,Japan,Auto Components,Automobiles & components,8.7,Not reported,256.5
2015,Yes,Japan,Not used for 2015 reporting,Automobiles & components,8.7,Not reported,287.68
2014,No,Japan,Auto Components,Automobiles & components,160.0,Not reported,1881.0
2015,No,Japan,Not used for 2015 reporting,Automobiles & components,160.0,Not reported,1734.0
2015,No,Australia,Not used for 2015 reporting,Comm. equipm. & capital goods,31.8,ISO,40.79
2015,No,Australia,Not used for 2015 reporting,Comm. equipm. & capital goods,31.8,ISO,35.16
2015,No,Australia,Not used for 2015 reporting,Comm. equipm. & capital goods,2.5,ISO,20.04
2015,No,Australia,Not used for 2015 reporting,Comm. equipm. & capital goods,15.9,ISO,18.76
2015,No,Australia,Not used for 2015 reporting,Comm. equipm. & capital goods,2.4062,ISO,89.567
2015,No,Australia,Not used for 2015 reporting,Comm. equipm. & capital goods,2.4062,ISO,34.15
2013,Yes,Brazil,Chemicals,Chemicals,1.0,PAS2050,1.32
2014,No,Brazil,Chemicals,Chemicals,1.0,PAS2050,1.32
2015,No,Brazil,Not used for 2015 reporting,Chemicals,1.0,PAS2050,1.32
2016,No,Brazil,Chemicals,Chemicals,1000.0,PAS2050,1320.0
2013,Yes,Brazil,Chemicals,Chemicals,1.0,PAS2050,1.33
2014,No,Brazil,Chemicals,Chemicals,1.0,PAS2050,1.33
2015,No,Brazil,Not used for 2015 reporting,Chemicals,1.0,PAS2050,1.33
2016,No,Brazil,Chemicals,Chemicals,1000.0,PAS2050,1330.0
2013,Yes,Brazil,Chemicals,Chemicals,1.0,PAS2050,1.77
2014,No,Brazil,Chemicals,Chemicals,1.0,PAS2050,1.77
2015,No,Brazil,Not used for 2015 reporting,Chemicals,1.0,Not reported,1.77
2016,No,Brazil,Chemicals,Chemicals,1000.0,PAS2050,1770.0
2013,No,Taiwan,Computers & Peripherals,"Computer, IT & telecom",2.35868,PAS2050,8.8
2015,No,Taiwan,Not used for 2015 reporting,"Computer, IT & telecom",1000.0,GHGP,1600.0
2015,No,Taiwan,Not used for 2015 reporting,"Computer, IT & telecom",1000.0,GHGP,10202.0
2015,No,Taiwan,Not used for 2015 reporting,"Computer, IT & telecom",1000.0,GHGP,1330.0
2015,No,Taiwan,Not used for 2015 reporting,"Computer, IT & telecom",1000.0,GHGP,10202.0
2015,No,Taiwan,Not used for 2015 reporting,"Computer, IT & telecom",1000.0,GHGP,10202.0
2015,No,Taiwan,Not used for 2015 reporting,"Computer, IT & telecom",1000.0,GHGP,10202.0
2016,No,Taiwan,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",0.25,GHGP,5.3
2016,No,Taiwan,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",8.05,GHGP,5.4
2016,No,Taiwan,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",8.05,GHGP,5.3
2016,No,Taiwan,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",2.95,GHGP,5.4
2016,No,Taiwan,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",19.97,GHGP,2.4
2016,No,Taiwan,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",0.35,GHGP,5.3
2015,No,Taiwan,Not used for 2015 reporting,"Computer, IT & telecom",1000.0,GHGP,3248.0
2016,No,Taiwan,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",0.35,GHGP,3.6
2015,No,Taiwan,Not used for 2015 reporting,"Computer, IT & telecom",1000.0,GHGP,1600.0
2015,No,Taiwan,Not used for 2015 reporting,"Computer, IT & telecom",1000.0,GHGP,1600.0
2015,No,Taiwan,Not used for 2015 reporting,"Computer, IT & telecom",1000.0,GHGP,1600.0
2015,No,Taiwan,Not used for 2015 reporting,"Computer, IT & telecom",1000.0,GHGP,1600.0
2015,No,Taiwan,Not used for 2015 reporting,"Computer, IT & telecom",1000.0,GHGP,1600.0
2015,No,Taiwan,Not used for 2015 reporting,"Computer, IT & telecom",1000.0,GHGP,1600.0
2015,No,Taiwan,Not used for 2015 reporting,"Computer, IT & telecom",1000.0,GHGP,1600.0
2016,Yes,Japan,Auto Components,Automobiles & components,9.07185,JRM Assoc.,118.0
2014,Yes,South Korea,Household Durables,"Home durables, textiles, & equipment",7.2,Korea CL Guide,126.0
2013,No,Chile,Paper & Forest Products,Construction & commercial materials,1000.0,GHGP,549.2
2014,Yes,Chile,Paper & Forest Products,Construction & commercial materials,1000.0,GHGP,554.94
2015,Yes,Chile,Not used for 2015 reporting,Construction & commercial materials,1000.0,GHGP,451.46
2015,Yes,Finland,Not used for 2015 reporting,Construction & commercial materials,1000.0,Not reported,918.0
2015,Yes,Finland,Not used for 2015 reporting,Construction & commercial materials,1000.0,Not reported,918.0
2013,Yes,Finland,Paper & Forest Products,Construction & commercial materials,1000.0,Not reported,597.0
2015,Yes,Finland,Not used for 2015 reporting,Construction & commercial materials,1000.0,Not reported,782.0
2015,Yes,Finland,Not used for 2015 reporting,Construction & commercial materials,1000.0,Not reported,918.0
2015,Yes,Finland,Not used for 2015 reporting,Construction & commercial materials,1000.0,Not reported,918.0
2015,Yes,Finland,Not used for 2015 reporting,Construction & commercial materials,1000.0,Not reported,900.0
2016,No,Finland,Paper & Forest Products,Construction & commercial materials,1000.0,Paper Profile,807.0
2016,Yes,Finland,Paper & Forest Products,Construction & commercial materials,1000.0,Paper Profile,767.0
2016,Yes,Finland,Paper & Forest Products,Construction & commercial materials,1000.0,Paper Profile,369.0
2016,Yes,Finland,Paper & Forest Products,Construction & commercial materials,1000.0,Paper Profile,804.0
2016,Yes,Finland,Paper & Forest Products,Construction & commercial materials,1000.0,Paper Profile,534.0
2016,Yes,Finland,Paper & Forest Products,Construction & commercial materials,1000.0,Paper Profile,767.0
2016,Yes,Finland,Paper & Forest Products,Construction & commercial materials,1000.0,Paper Profile,766.0
2013,Yes,Finland,Paper & Forest Products,Construction & commercial materials,1000.0,Not reported,482.0
2015,Yes,Finland,Not used for 2015 reporting,Construction & commercial materials,1000.0,Not reported,804.0
2016,No,Finland,Paper & Forest Products,Construction & commercial materials,1000.0,Paper Profile,767.0
2016,Yes,Finland,Paper & Forest Products,Construction & commercial materials,1000.0,Paper Profile,767.0
2016,Yes,Finland,Paper & Forest Products,Construction & commercial materials,1000.0,Paper Profile,811.0
2016,Yes,Finland,Paper & Forest Products,Construction & commercial materials,1000.0,Paper Profile,534.0
2016,Yes,Finland,Paper & Forest Products,Construction & commercial materials,1000.0,Paper Profile,776.0
2013,Yes,Finland,Paper & Forest Products,Construction & commercial materials,1000.0,Not reported,478.0
2015,Yes,Finland,Not used for 2015 reporting,Construction & commercial materials,1000.0,Not reported,811.0
2013,Yes,Finland,Paper & Forest Products,Construction & commercial materials,1000.0,Not reported,359.0
2015,Yes,Finland,Not used for 2015 reporting,Construction & commercial materials,1000.0,Not reported,534.0
2013,Yes,Finland,Paper & Forest Products,Construction & commercial materials,1000.0,Not reported,359.0
2015,Yes,Finland,Not used for 2015 reporting,Construction & commercial materials,1000.0,Not reported,534.0
2013,Yes,Finland,Paper & Forest Products,Construction & commercial materials,1000.0,Not reported,398.0
2013,Yes,Finland,Paper & Forest Products,Construction & commercial materials,1000.0,Not reported,781.0
2013,Yes,Finland,Paper & Forest Products,Construction & commercial materials,1000.0,Not reported,792.0
2013,Yes,Finland,Paper & Forest Products,Construction & commercial materials,1000.0,Not reported,781.0
2014,No,USA,Containers & Packaging,Packaging for consumer goods,0.416,ISO,0.153
2014,No,USA,Containers & Packaging,Packaging for consumer goods,0.416,ISO,0.11
2014,No,USA,Containers & Packaging,Packaging for consumer goods,0.416,ISO,0.117
2014,No,USA,Containers & Packaging,Packaging for consumer goods,0.416,ISO,0.171
2014,Yes,Sweden,Containers & Packaging,Packaging for consumer goods,1000.0,ISO,407.0
2015,Yes,Sweden,Not used for 2015 reporting,Packaging for consumer goods,1000.0,ISO,407.0
2013,Yes,Taiwan,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",0.28,ISO,12.0
2014,Yes,Switzerland,Beverages,Food & Beverage,1.093,GHGP,0.1673
2015,Yes,Switzerland,Not used for 2015 reporting,Food & Beverage,1.093,GHGP,0.158
2016,Yes,Switzerland,Beverages,Food & Beverage,1.093,GHGP,0.147
2015,No,Spain,Not used for 2015 reporting,Comm. equipm. & capital goods,361000.0,ISO,1251625.0
2015,No,Spain,Not used for 2015 reporting,Comm. equipm. & capital goods,400000.0,ISO,1532608.0
2015,No,Spain,Not used for 2015 reporting,Comm. equipm. & capital goods,600000.0,ISO,3718044.0
2015,No,Spain,Not used for 2015 reporting,Comm. equipm. & capital goods,600000.0,Not reported,3276187.0
2013,Yes,USA,Computers & Peripherals,"Computer, IT & telecom",7.1,MIT PAIA,300.0
2013,Yes,USA,Computers & Peripherals,"Computer, IT & telecom",8.3,MIT PAIA,380.0
2013,No,USA,Computers & Peripherals,"Computer, IT & telecom",52.5,ISO,16100.0
2013,Yes,USA,Computers & Peripherals,"Computer, IT & telecom",10.1,MIT PAIA,460.0
2013,No,USA,Computers & Peripherals,"Computer, IT & telecom",7.2,ISO,231.4
2013,Yes,USA,Computers & Peripherals,"Computer, IT & telecom",10.61,ISO,262.1
2013,Yes,USA,Computers & Peripherals,"Computer, IT & telecom",3.1,MIT PAIA,420.0
2013,Yes,USA,Computers & Peripherals,"Computer, IT & telecom",7.6,MIT PAIA,500.0
2013,Yes,USA,Computers & Peripherals,"Computer, IT & telecom",11.2,MIT PAIA,580.0
2013,Yes,USA,Computers & Peripherals,"Computer, IT & telecom",1.61,MIT PAIA,230.0
2013,Yes,USA,Computers & Peripherals,"Computer, IT & telecom",2.25,MIT PAIA,290.0
2013,Yes,USA,Computers & Peripherals,"Computer, IT & telecom",3.0,MIT PAIA,370.0
2016,No,USA,Household Durables,"Home durables, textiles, & equipment",70.2,TRACI 2.1,54.0
2016,No,USA,Household Durables,"Home durables, textiles, & equipment",88.7,TRACI 2.1,77.0
2015,No,USA,Not used for 2015 reporting,"Home durables, textiles, & equipment",23.59,TRACI 2.1,98.0
2016,No,USA,Household Durables,"Home durables, textiles, & equipment",23.59,TRACI 2.1,98.0
2016,No,USA,Household Durables,"Home durables, textiles, & equipment",107.0,TRACI 2.1,43.0
2016,No,USA,Household Durables,"Home durables, textiles, & equipment",19.323,TRACI 2.1,87.0
2015,No,USA,Not used for 2015 reporting,"Home durables, textiles, & equipment",9.53,TRACI 2.1,26.0
2016,No,USA,Household Durables,"Home durables, textiles, & equipment",9.53,TRACI 2.1,26.0
2015,No,USA,Not used for 2015 reporting,"Home durables, textiles, & equipment",24.95,TRACI 2.1,91.0
2016,No,USA,Household Durables,"Home durables, textiles, & equipment",24.95,TRACI 2.1,98.0
2015,No,USA,Not used for 2015 reporting,"Home durables, textiles, & equipment",19.05,TRACI 2.1,105.0
2016,No,USA,Household Durables,"Home durables, textiles, & equipment",19.05,TRACI 2.1,105.0
2015,No,USA,Not used for 2015 reporting,"Home durables, textiles, & equipment",17.24,TRACI 2.1,82.0
2016,No,USA,Household Durables,"Home durables, textiles, & equipment",17.24,TRACI 2.1,82.0
2015,No,USA,Not used for 2015 reporting,"Home durables, textiles, & equipment",7.71,TRACI 2.1,48.0
2016,No,USA,Household Durables,"Home durables, textiles, & equipment",7.71,TRACI 2.1,48.0
2015,No,USA,Not used for 2015 reporting,"Home durables, textiles, & equipment",24.95,TRACI 2.1,72.0
2016,No,USA,Household Durables,"Home durables, textiles, & equipment",24.95,TRACI 2.1,72.0
2016,No,USA,Household Durables,"Home durables, textiles, & equipment",34.93,TRACI 2.1,102.0
2016,No,USA,Household Durables,"Home durables, textiles, & equipment",99.5,TRACI 2.1,76.0
2014,Yes,United Kingdom,Diversified Telecommunication Services,"Computer, IT & telecom",1.4,GHGP,4.7
2015,Yes,United Kingdom,Not used for 2015 reporting,"Computer, IT & telecom",1.4,GHGP,4.7
2014,Yes,United Kingdom,Diversified Telecommunication Services,"Computer, IT & telecom",1.1,Not reported,57.0
2015,Yes,United Kingdom,Not used for 2015 reporting,"Computer, IT & telecom",1.1,Not reported,57.0
2014,Yes,United Kingdom,Diversified Telecommunication Services,"Computer, IT & telecom",1.2,Not reported,33.0
2015,Yes,United Kingdom,Not used for 2015 reporting,"Computer, IT & telecom",1.2,Not reported,33.0
2014,Yes,United Kingdom,Diversified Telecommunication Services,"Computer, IT & telecom",1.7,Not reported,88.0
2015,Yes,United Kingdom,Not used for 2015 reporting,"Computer, IT & telecom",1.7,Not reported,88.0
2014,No,USA,Chemicals,Chemicals,1000.0,GHGP,2280.0
2014,Yes,Japan,Office Electronics,"Computer, IT & telecom",71.0,M. Env. Japan,39.0
2014,Yes,Japan,Office Electronics,"Computer, IT & telecom",30.98,M. Env. Japan,57.0
2014,Yes,Japan,Office Electronics,"Computer, IT & telecom",0.553,M. Env. Japan,13.0
2014,Yes,Japan,Office Electronics,"Computer, IT & telecom",1.53,M. Env. Japan,19.0
2013,No,USA,Food Products,Food & Beverage,1.0,ISO,1.3
2014,No,USA,Food Products,Food & Beverage,1.0,ISO,1.3
2013,Yes,United Kingdom,Trading Companies & Distributors,Comm. equipm. & capital goods,13.0,PAS2050,31.33
2014,Yes,United Kingdom,Trading Companies & Distributors,Comm. equipm. & capital goods,13.0,PAS2050,30.05
2013,Yes,United Kingdom,Trading Companies & Distributors,Comm. equipm. & capital goods,41.0,PAS2050,94.08
2013,Yes,United Kingdom,Trading Companies & Distributors,Comm. equipm. & capital goods,23.0,PAS2050,44.27
2014,Yes,United Kingdom,Trading Companies & Distributors,Comm. equipm. & capital goods,23.0,PAS2050,33.44
2014,Yes,United Kingdom,Trading Companies & Distributors,Comm. equipm. & capital goods,41.0,PAS2050,62.63
2014,Yes,United Kingdom,Trading Companies & Distributors,Comm. equipm. & capital goods,7.0,PAS2050,57.07
2016,No,USA,Food Products,Food & Beverage,907.19,GHGP,187.161
2013,Yes,USA,"Textiles, Apparel & Luxury Goods","Home durables, textiles, & equipment",0.267906667,ISO,14.6
2016,No,Lithuania,Containers & Packaging,Packaging for consumer goods,0.03,GHGP,0.0108
2013,Yes,Japan,Household Durables,"Home durables, textiles, & equipment",45.0,EcoLeaf,2344.0
2014,Yes,Japan,Household Durables,"Home durables, textiles, & equipment",45.0,ISO,2344.0
2016,No,Spain,"Oil, Gas & Consumable Fuels",Chemicals,1000.0,Not reported,6109.0
2016,No,Spain,"Oil, Gas & Consumable Fuels",Chemicals,1000.0,Not reported,890.0
2016,No,USA,Electrical Equipment,Comm. equipm. & capital goods,18.6,ISO,281.0
2013,Yes,USA,Household Durables,"Home durables, textiles, & equipment",0.127,Not reported,29.96
2013,Yes,Taiwan,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",14.96,PAS2050,145.0
2013,Yes,Japan,Machinery,Comm. equipm. & capital goods,342.462,EcoLeaf,3139.9
2014,Yes,Japan,Machinery,Comm. equipm. & capital goods,342.462,EcoLeaf,2403.2
2015,Yes,Japan,Not used for 2015 reporting,Comm. equipm. & capital goods,342.462,EcoLeaf,2268.1
2015,No,Spain,Not used for 2015 reporting,Chemicals,1000.0,GHGP,180.0
2016,No,Spain,Chemicals,Chemicals,1000.0,GHGP,140.0
2013,Yes,USA,Communications Equipment,"Computer, IT & telecom",3.5,ISO,278.0
2013,Yes,USA,Communications Equipment,"Computer, IT & telecom",2.0,ISO,1473.0
2014,Yes,USA,Food & Staples Retailing,Food & Beverage,454.0,Not reported,164.0
2015,Yes,USA,Not used for 2015 reporting,Food & Beverage,454.0,Not reported,179.0
2016,No,USA,Beverages,Food & Beverage,0.454,Not reported,0.141
2016,Yes,South Korea,Beverages,Food & Beverage,1000.0,GHGP,24839.0
2016,Yes,South Korea,Beverages,Food & Beverage,1000.0,GHGP,21126.0
2016,Yes,South Korea,Beverages,Food & Beverage,1000.0,GHGP,18042.0
2016,Yes,South Korea,Beverages,Food & Beverage,1000.0,GHGP,26836.0
2016,Yes,South Korea,Beverages,Food & Beverage,1000.0,GHGP,3859.0
2016,No,South Korea,Beverages,Food & Beverage,1000.0,GHGP,114.8
2016,Yes,Germany,Tobacco,Food & Beverage,1.0,GHGP,16.884
2013,No,Switzerland,Chemicals,Chemicals,1.0,Not reported,26.0
2013,No,Switzerland,Chemicals,Chemicals,1.0,Not reported,26.0
2014,No,Switzerland,Chemicals,Chemicals,1.0,Not reported,26.0
2016,No,Switzerland,Chemicals,Chemicals,1.0,Not reported,26.0
2016,No,Switzerland,Chemicals,Chemicals,1.0,ISO,1.85
2016,No,Switzerland,Chemicals,Chemicals,1.0,ISO,5.0
2016,No,Switzerland,Chemicals,Chemicals,1.0,ISO,9.0
2016,Yes,Switzerland,Chemicals,Chemicals,0.0333,JEC/BIOGRACE,0.004
2013,No,France,Personal Products,Packaging for consumer goods,0.1,Not reported,0.124
2013,No,France,Personal Products,Packaging for consumer goods,0.1,Not reported,0.162
2016,Yes,USA,"Textiles, Apparel & Luxury Goods","Home durables, textiles, & equipment",4.164,ISO,9.78
2016,Yes,USA,"Textiles, Apparel & Luxury Goods","Home durables, textiles, & equipment",4.164,ISO,11.06
2013,Yes,USA,"Textiles, Apparel & Luxury Goods","Home durables, textiles, & equipment",4.164,ISO,13.39
2014,Yes,USA,"Textiles, Apparel & Luxury Goods","Home durables, textiles, & equipment",4.164,ISO,12.59
2016,Yes,USA,"Textiles, Apparel & Luxury Goods","Home durables, textiles, & equipment",4.164,ISO,17.1
2013,Yes,USA,"Textiles, Apparel & Luxury Goods","Home durables, textiles, & equipment",4.164,ISO,10.1
2015,Yes,USA,Not used for 2015 reporting,"Home durables, textiles, & equipment",4.164,ISO,10.98
2013,Yes,USA,"Textiles, Apparel & Luxury Goods","Home durables, textiles, & equipment",4.164,ISO,14.99
2014,Yes,USA,"Textiles, Apparel & Luxury Goods","Home durables, textiles, & equipment",4.164,ISO,14.09
2016,Yes,USA,"Textiles, Apparel & Luxury Goods","Home durables, textiles, & equipment",4.164,ISO,11.3
2013,Yes,USA,"Textiles, Apparel & Luxury Goods","Home durables, textiles, & equipment",4.164,ISO,17.15
2015,Yes,USA,Not used for 2015 reporting,"Home durables, textiles, & equipment",4.164,ISO,15.93
2016,Yes,USA,"Textiles, Apparel & Luxury Goods","Home durables, textiles, & equipment",4.164,ISO,12.84
2014,Yes,USA,"Textiles, Apparel & Luxury Goods","Home durables, textiles, & equipment",4.164,ISO,10.09
2016,Yes,USA,"Textiles, Apparel & Luxury Goods","Home durables, textiles, & equipment",4.164,ISO,10.41
2015,Yes,USA,Not used for 2015 reporting,"Home durables, textiles, & equipment",4.164,ISO,13.63
2015,Yes,USA,Not used for 2015 reporting,"Home durables, textiles, & equipment",4.164,ISO,12.89
2016,Yes,USA,"Textiles, Apparel & Luxury Goods","Home durables, textiles, & equipment",4.164,ISO,11.27
2015,Yes,USA,Not used for 2015 reporting,"Home durables, textiles, & equipment",4.164,ISO,15.44
2016,Yes,USA,"Textiles, Apparel & Luxury Goods","Home durables, textiles, & equipment",4.164,ISO,15.42
2013,No,Brazil,"Oil, Gas & Consumable Fuels",Chemicals,789.0,GHGP,750.0
2013,Yes,USA,Beverages,Food & Beverage,0.541,GHGP,0.34
2013,Yes,USA,Beverages,Food & Beverage,0.541,GHGP,0.22
2013,Yes,USA,Beverages,Food & Beverage,0.3,GHGP,0.17
2013,Yes,USA,Beverages,Food & Beverage,2.0,GHGP,0.4
2013,Yes,USA,Beverages,Food & Beverage,0.614,GHGP,0.35
2013,Yes,USA,Beverages,Food & Beverage,0.541,GHGP,0.24
2013,No,USA,Beverages,Food & Beverage,0.492,GHGP,0.36
2013,Yes,USA,Beverages,Food & Beverage,0.541,GHGP,0.24
2013,Yes,USA,Beverages,Food & Beverage,2.0,GHGP,0.5
2013,Yes,USA,Beverages,Food & Beverage,0.3,GHGP,0.15
2013,Yes,USA,Beverages,Food & Beverage,0.541,GHGP,0.34
2013,Yes,USA,Beverages,Food & Beverage,0.541,GHGP,0.22
2013,Yes,USA,Beverages,Food & Beverage,2.0,GHGP,0.4
2013,Yes,USA,Beverages,Food & Beverage,0.3,GHGP,0.15
2013,Yes,Taiwan,Computers & Peripherals,"Computer, IT & telecom",2.0,PAS2050,156.95
2013,Yes,Taiwan,Computers & Peripherals,"Computer, IT & telecom",2.58,PAS2050,131.82
2016,Yes,USA,"Oil, Gas & Consumable Fuels",Chemicals,0.00127018,GHGP,0.063
2015,No,USA,Not used for 2015 reporting,Chemicals,1.0,Not reported,0.18
2016,No,USA,Chemicals,Chemicals,1000.0,Not reported,120.0
2015,No,USA,Not used for 2015 reporting,Chemicals,1.0,Not reported,0.21
2015,No,USA,Not used for 2015 reporting,Chemicals,1.0,Not reported,0.99
2016,No,USA,Chemicals,Chemicals,1000.0,Not reported,1153.0
2016,No,USA,Chemicals,Chemicals,1000.0,Not reported,210.0
2015,No,USA,Not used for 2015 reporting,Comm. equipm. & capital goods,181.0,Not reported,655.0
2016,Yes,USA,Electrical Equipment,Comm. equipm. & capital goods,181.0,Not reported,4468.7
2016,Yes,Italy,Food & Staples Retailing,Food & Beverage,0.19,ISO,0.546
